NIT;FECHA CORTE;DURACION;(+/-) Ganancia (pérdida);(+/-) Ajustes por gastos por impuestos a las ganancias;( + ) Ajustes por gastos de depreciación y amortización;(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo;(+) Ajustes por provisiones;(+) Ajustes por costos financieros;(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas;(+/-) Ajustes por pérdidas (ganancias) del valor razonable;(-) Ajustes por ganancias no distribuidas de asociadas;(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes;(+/-) Otros ajustes para conciliar la ganancia (pérdida);Total ajustes para conciliar la ganancia (pérdida);(+/-) Ajustes por disminuciones (incrementos) en los inventarios;(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial;(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación;(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial;(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de operación;(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios;(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios;(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades;(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades;(+) Otros cobros por la venta de participaciones en negocios conjuntos;(-) Otros pagos para adquirir participaciones en negocios conjuntos;(+) Importes procedentes de la venta de propiedades, planta y equipo;(-) Compras de propiedades, planta y equipo;(+) Importes procedentes de ventas de activos intangibles;(-) Compras de activos intangibles;(+) Recursos por ventas de otros activos a largo plazo;(-) Compras de otros activos a largo plazo;(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera;(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera;(+) Dividendos recibidos;(+) Intereses recibidos;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión;(+) Importes procedentes de aumento de capital y/o recolocación de acciones;(-) Disminución de capital social y/o readquisición de acciones;(-) Pagos por otras participaciones en el patrimonio;(+) Importe procedente del aumento prima por emisión;(-) Disminución de prima por emisión;(+) Importes procedentes de préstamos;(-) Reembolsos de préstamos;(-) Pagos de pasivos por arrendamientos financieros;(-) Dividendos pagados;(-) Intereses pagados;(+/-) Otras entradas (salidas) de efectivo;Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación;Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio;(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo;Incremento (disminución) neto de efectivo y equivalentes al efectivo;Efectivo y equivalentes al efectivo al principio del periodo;Efectivo y equivalentes al efectivo al final del periodo
860526228;31/12/2016;2016;352304;180967;62345;17864;;122;;;;-20803;;240495;-85663;-33680;-227241;20989;113440;810;381454;;;;;;;70000;229390;;;;;;;;;;-159390;;;;;;;;;300000;;;-300000;-77936;;-77936;497511;419575
860526365;31/12/2016;2016;1073836;72711;;;;;;;;;-1491008;-1418297;63022;392121;;-670600;-148201;;-708119;;;;;;;857441;;;;;;;;;;;857441;;;;;;;;;;;-131527;-131527;17795;;17795;4801;22596
860526379;31/12/2016;2016;81053;;76287;;;;;;;;;76287;;288;-69501;-17047;-96428;;-25348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37516;-37516;-62864;;-62864;338949;276085
860526491;31/12/2016;2016;-436684;-68467;0;0;0;317833;0;0;0;0;0;249366;264427;182581;201996;-170744;128579;0;419521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-299752;-299752;0;0;0;0;0;0;0;0;0;0;-178355;-178355;-58586;0;-58586;111386;52800
860526532;31/12/2016;2016;531274;;153048;;;156636;;;;;;309684;-530781;;571610;-168021;;-282758;431008;;;;;;;;567312;;;;;;;;;;-567312;;;;;;80193;;5585;;;;74608;-61696;-221063;-282759;716373;433614
860526537;31/12/2016;2016;266175;;110683;;;;;;;;414724;525407;-348759;-354921;141610;795116;-825210;159859;359277;;;;;;;;9394;;4578;;;;;;;;-13972;;;;;;;;;;;-41978;-41978;303327;;303327;235889;539216
860526596;31/12/2016;2016;39727;0;0;0;0;0;0;0;0;0;0;0;10672;8543;18984;-80777;23459;-40713;-20105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20105;0;-20105;834574;814469
860526772;31/12/2016;2016;1155231;638354;546416;;;;;;;;;1184770;-573629;139355;;;-417884;-168472;1319371;;;;;;;;;;;;200459;;;;;;-200459;;;;;;;;;;;-223147;-223147;895765;;895765;792570;1688335
860526796;31/12/2016;2016;204767;2000;25348;;;;;;;;;27348;820538;-90764;;-803308;-194985;;-36404;;;;;;;347673;;;;;;;;;;;347673;;;;;;;137291;;408004;;;-545295;-234026;;-234026;411532;177506
860526809;31/12/2016;2016;87470;101415;206576;152262;19491;;8450;;;;;488194;-250024;440913;5895;-469128;-69262;57695;291753;;;;22652;;;;1291987;;;;;;;;;-82999;-1397638;;;;;;3532202;;;185201;2204750;;1142251;36366;;36366;320025;356391
860526812;31/12/2016;2016;221154;134695;75749;;;76166;;;;;;286610;;76166;;-151142;;-8015;424773;;;;;;;;117524;;;;;;;;;;-117524;;;;;;;;;;;83620;83620;390869;;390869;974307;1365176
860527158;31/12/2016;2016;8290;1000;61522;;;;;;;;;62522;-15520;-191354;;100886;8056;;-27120;;;;28097;;;;55409;;;;;;;;;;-83506;;;;;;;;;;;;;-110626;;-110626;197272;86646
860527350;31/12/2016;2016;703030;562737;246565;0;5179;0;0;0;0;0;0;814481;0;-3328087;-311146;948008;0;-340806;-1514520;0;0;0;0;0;0;0;48216;0;0;0;0;0;0;0;0;0;-48216;0;0;0;0;0;788947;0;0;220000;0;91587;660534;-902202;0;-902202;1132507;230305
860527527;31/12/2016;2016;658760;;265844;;;;;;;;74912;340756;-325166;384250;;-570629;;-65059;422912;;;;;;;;470473;;3800;;;;;;;77114;-397159;;;;;;39495;;;;;;39495;65248;;65248;602318;667566
860527693;31/12/2016;2016;585441;230510;26268;0;0;0;0;0;0;0;0;256778;-126519;-222895;-20811;7487;-134661;-3385;341435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348173;0;0;0;66667;0;0;0;0;-414840;-73405;-70389;-143794;510800;367006
860527709;31/12/2016;2016;231662;154746;25017;0;0;0;0;0;0;0;0;179763;-330451;715343;127445;-613415;173277;250976;734600;0;0;0;0;0;0;72636;6077;0;0;0;0;0;0;0;0;0;66559;0;0;0;0;0;788001;1602864;0;0;243685;0;-1058548;-257389;0;-257389;926256;668867
860527780;31/12/2016;2016;-120209;;57700;0;0;0;0;0;0;0;-9620;48080;;114516;;-42698;;6251;5940;;;;;;;;;;;;;;;;;9620;9620;;;;;;;;;;;;;15560;;15560;10325;25885
860527783;31/12/2016;2016;-9538;;123445;;;;;;;;;123445;;42981;;129278;;;286166;;;;;;;;;;;;;;;;;-446431;-446431;;;;;;229188;8359;;;;;220829;60564;;60564;645653;706217
860527857;31/12/2016;2016;12534;-26669;16667;-2292;;;;;;;;-12294;213128;76884;-2054;-26239;16474;8187;286620;;;;;;;;20081;;;;10736;;;;;;-30817;;;;;;;;;;;-262049;-262049;-6246;;-6246;173707;167461
860527917;31/12/2016;2016;224540;253220;161328;205145;;;;;;;-42554;577139;-159930;73986;-129997;-300959;-505373;-38847;-259441;;;;;;;;197983;;28866;;;;;;;;-226849;;;;;;;;;238037;;135219;-102818;-589108;;-589108;1298628;709520
860528092;31/12/2016;2016;449473;45683;24504;;;;;;;;;70187;-49784;365687;;-362520;;-1647;471396;;;;;;;;;;344598;;;;;;;;-344598;;;;;;;;;;;;;126798;71301;198099;;
860528097;31/12/2016;2016;222266;22169;;;;;;-221589;;;38114;-161306;10679;-14018;;275;-21528;;36368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36368;;36368;89146;125514
860528099;31/12/2016;2016;444609;10057;33887;;;;;-490355;;;48115;-398296;;-237756;;;-9583;;-201026;;;;;;;;;;;;;;;;697;;697;;;;;;;;;;;;;-200329;;-200329;240341;40012
860528168;31/12/2016;2016;6519;3360;33215;;;;;;;;;36575;107098;24938;15266;369107;9974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;263116;576324;839440
860528181;31/12/2016;2016;177575;;;;;;;;;;;;;;;;;;177575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-124096;-124096;53479;;53479;92521;146000
860528235;31/12/2016;2016;528293;203743;10994;0;0;0;0;0;0;0;0;214737;-387304;-252541;26290;305846;0;49537;484858;0;0;0;0;0;0;0;67799;0;4756;0;0;0;0;0;0;0;-72555;0;0;0;0;0;0;0;0;376515;0;0;-376515;35788;0;35788;64175;99963
860528324;31/12/2016;2016;191352;-16693;;;;;;;;;;-16693;17011;-411871;;288128;150000;;217927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;217927;;217927;11770;229697
860528329;31/12/2016;2016;-3541622;;2854679;;239779;;;;;;;3094458;1291386;2169038;;;;117627;3130887;;;;;;;;;;;;;;;;;-4591623;-4591623;;;;;;;;;;;1744775;1744775;284039;;284039;264949;548988
860528332;31/12/2016;2016;9701561;1114142;1500;;;29035;;;;-10602117;;-9457440;;-19180;313748;272056;-465078;-2910;342757;;;;;;;10744258;;;;;;;;;;;10744258;;;;;;;;;;;;;11087015;;11087015;52190;11139205
860528396;31/12/2016;2016;960241;;700996;;;;;;;;;700996;-257228;-663899;;955740;612934;-1022631;1286153;;;;;;;;603443;;75870;;;;;;;-71615;-750928;;;;;;;;;;;-1913;-1913;533312;;533312;461693;995005
860528461;31/12/2016;2016;-121134;;80;;49128;;;-167368;;;-300792;-418952;57366;372795;;2100;;81884;-25941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-190393;508541;318148
860528668;31/12/2016;2016;11388;;21899;;;;;;;;;21899;27601;45829;23844;-265620;-4683;;-139742;;;;;;;632415;391284;;;;;;;;;;241131;;85000;;;;26666;;;;;;-58334;43055;;43055;168582;211637
860528740;31/12/2016;2016;121182;7162;81270;;;;;;;;;88432;;1388;;-279820;-91533;;-160351;;;;;;;49145;;;;;;;;;;-18388;30757;;;;;;303851;;;37447;;-22165;244239;114645;;114645;272629;387274
860528774;31/12/2016;2016;357785;;404423;;;;;;;;;404423;22032;99479;15676;-39770;-396288;126686;590023;;;;;;;;166811;;;;;;;;1307;;-165504;;;;;;;;;242804;52986;;-295790;128729;;128729;1434630;1563359
860528785;31/12/2016;2016;161408;;2913;;;;;;;;-5316;-2403;-421000;21918;7273;;;38340;-194464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-194464;;-194464;421064;226600
860528792;31/12/2016;2016;107983;59155;39441;8389;;;;;;;;106985;99000;-141679;-154604;-32187;-52295;-20399;-87196;;;;;;;;4266;;;;;;;;;;-4266;;;;;;368789;;;120000;;;248789;157327;;157327;156784;314111
860528890;31/12/2016;2016;44348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860528913;31/12/2016;2016;-42705;;785;;;;;;;;;785;;;-2865;;44782;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;-3;5;2
860528915;31/12/2016;2016;-328795;80893;83895;;;14936;;;;-1591;6864;184997;;112;96373;;-3910;-203824;-255047;;;;;;;43857;444336;;;;;;;;;;-400479;;;;;;90623;176388;;;;717279;631514;-24012;;-24012;28757;4745
860529042;31/12/2016;2016;266724;21438;114534;;;;;;;;;135972;50472;183662;;-91229;-114666;-10666;420269;;;;;;;;164995;;;;;;;;;;-164995;;;;;;;;;;;-443891;-443891;-188617;;-188617;275373;86756
860529157;31/12/2016;2016;3109398;-6760;135385;;;1036404;;;;;;1165029;;-7821;;147789;;942884;5357279;;;;;;;;193668;;727;;1175104;;;;;-2351500;-3720999;;;;;;17833;;;1683952;;;-1666119;-29839;;-29839;;
860529169;31/12/2016;2016;17351;10858;;;;;;;;;;10858;17485;;-382626;38444;-15099;;-313587;;;;;;;;;;;;;;;;;;;;;;;;324914;;;;;;324914;11327;;11327;9537;20864
860529203;31/12/2016;2016;3892075;415835;;-90353;244705;;;;;;;570187;;;-108169;;36287;;4390380;;;;;;;;353906;;383530;;;;;;;1061843;324407;;;;;;;;;;;-4261549;-4261549;453238;;453238;38671;491909
860529301;31/12/2016;2016;150384;13901;264425;0;54455;0;0;0;0;0;;332781;-195616;-11002;0;928055;0;0;1204602;0;0;0;;0;;0;270520;0;2148;0;0;0;0;0;0;0;-272668;0;0;0;0;0;3121100;2980238;0;0;190710;-12120;-61968;869966;0;869966;340483;1210449
860529323;31/12/2016;2016;102691;102691;168692;23836;;;73894;;9556;;;359557;-500086;-986362;-38466;535828;171537;-285242;-640543;;;;;;;;100272;;;;;;;;;;-100272;;;;;;;;;1302363;;1692325;389962;-350853;;-350853;914138;563285
860529335;31/12/2016;2016;-278538;;67844;;;;;;;;;67844;;147159;;67752;;;4217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4217;;4217;2826;7043
860529373;31/12/2016;2016;73500;18375;;;;;;;;;;18375;3655;99990;23594;21798;;;240912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240912;427427;668339
860529588;31/12/2016;2016;1272974;;388651;;50000;146815;;447714;;-721830;;311350;-1112738;697054;;596928;-68530;466770;2163808;;;;;;;;;;;;;;;;;;;;;;;;1207945;;2591189;;600234;;-1983478;180330;;180330;274869;455199
860529694;31/12/2016;2016;16867;5930;0;0;;;;;;;;5930;;25855;;0;-6165;-23752;18735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18735;;18735;73437;92172
860529703;31/12/2016;2016;1242011;534431;176804;80638;;;;;;;3618;795491;;-258548;-199649;180735;;;1760040;;;;;;;928465;114958;;;;;;;;;;813507;;;;;;;1147393;;1645320;;;-2792713;-219166;;-219166;284025;64859
860529858;31/12/2016;2016;349371;298012;179118;26607;;;;-283089;;;;220648;-77194;4515;;90357;495097;-499090;583704;;;;;;;;136975;;;;;;;;;;-136975;;;;;;;17555;;450000;;;-467555;-20826;;-20826;80754;59928
860529988;31/12/2016;2016;146505;;;;;;;;;;;;3986637;-3494679;-232741;-306733;;;98989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98989;;98989;25422;124411
860530034;31/12/2016;2016;590598;-460149;116593;;;326338;;;;;;-17218;475777;236779;22041;-98076;302907;-50157;1462651;;;;;;;23644;260895;0;176900;;;;;;;;-414151;;;;;;432597;620000;14303;821865;49411;;-1072982;-24482;;-24482;96457;71975
860530055;31/12/2016;2016;4061507;-151871;0;0;0;0;0;0;0;0;0;-151871;1078864;722345;-6415837;-106752;277735;0;-534009;0;0;0;0;0;0;4382902;0;0;0;0;3988078;0;0;0;0;740369;1135193;0;0;0;0;0;0;318266;30124;0;0;0;-348390;252794;0;252794;60328;313122
860530104;31/12/2016;2016;521285;317987;206642;;;1341686;;;;;;1866315;1259830;-18037;-516802;-832303;-112313;;2167975;;;;;;;;2301519;;;;;;;;;171024;-2130495;;;;;;;;;;;;;37480;;37480;9880;47360
860530110;31/12/2016;2016;-176022;0;0;0;0;0;0;0;0;0;0;0;-49911;26473;30637;63789;202543;-4799;92710;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92710;0;92710;181445;274155
860530113;31/12/2016;2016;45215;;49101;;;;;;;;;49101;-40508;12987;37306;55652;-20305;1629;141077;;;;;;;;2069;;;;;;;;;;-2069;;;;;;;;;;;0;0;139008;;139008;209614;348622
860530138;31/12/2016;2016;14292;;1352554;;;;;;;;-77970;1274584;235262;-426901;;78716;;-528501;647452;;;;;;;;195335;;38960;;;;;;;;-234295;;;;;;;;;;;;;413157;13688;426845;1381382;1808227
860530217;31/12/2016;2016;8103;;;;;;;;;;;;;-95218;-434359;-21409;538898;;-3985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3985;;-3985;8571;4586
860530223;31/12/2016;2016;-397;;243617;;;;;;;;;243617;1097465;2692925;30462;738975;1484;;4804531;;;;;;;;5400;;;;;;;;1286;;-4114;;;;;;5184174;7178821;256418;;387768;-2273708;-4912541;-112124;;-112124;139780;27656
860530357;31/12/2016;2016;217755;113000;174593;0;928;0;-213423;0;0;0;-141653;-66555;-260944;-97220;391844;155164;-434195;0;-94151;0;0;0;0;0;0;0;120967;0;2900;0;0;0;0;0;0;0;-123867;172239;0;0;0;0;1794957;1927920;0;0;0;0;39276;-178742;0;-178742;254715;75973
860530386;31/12/2016;2016;914657;-63122;120482;0;440638;107679;0;-616350;0;22808;0;12135;98242;-2029129;2836;1286915;923756;0;1209412;0;0;0;0;0;0;0;239111;;;0;0;0;0;0;0;0;-239111;0;0;1875553;0;0;;0;0;0;0;15325;-1860228;-889927;0;-889927;1113886;223959
860530436;31/12/2016;2016;-276997;234;1539;;;;;;;;;1773;4413;-352831;33964;540382;16812;17872;-14612;;;;;;;;1500;;;;;;;;13551;;12051;;;;;;;;4606;;30;;-4636;-7197;;-7197;280991;273794
860530492;31/12/2016;2016;448420;;365255;;;;;;;;-1290;363965;89172;-12029;142459;;-341811;;690176;;;;;;;13362;662877;;2492;;;;;;;;-652007;;;;;;118084;;;362466;;;-244382;-206213;;-206213;1811692;1605479
860530495;31/12/2016;2016;204496;100723;57500;;;;;;;;;158223;-378424;-167990;0;223251;-824646;992106;207016;;;;;;;;;;;;;;;;;;;;;;;;;30468;99330;;;;-129798;77218;;77218;724;77942
860530559;31/12/2016;2016;517829;215298;474606;;;;;;;;;689904;;-429305;;-977240;285760;;86948;;;;10294;;;44909;;;;;215833;;;120747;;;-60471;;;;;;;;;;;;;26477;;26477;8672;35149
860530570;31/12/2016;2016;206548;;17992;;184700;;-1516;;;-17000;-18682;165494;105744;356585;;389767;-317572;;906566;;;;545209;;;;;;;;;;;;;;-545209;;;;;;;;;340558;;;-340558;20799;;20799;7826;28625
860530698;31/12/2016;2016;91703;0;29481;2371;0;0;0;0;0;0;-8713;23139;-33994;839;-48027;-17457;47901;-4600;59504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-12000;-12000;0;0;0;0;0;17922;0;0;30000;10014;-12082;-34174;13330;0;13330;133822;147152
860530709;31/12/2016;2016;242553;113545;16099;0;0;0;0;0;0;0;0;129644;280330;-688391;0;121542;76261;0;161939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;;0;0;0;0;0;161939;0;161939;758029;919968
860530764;31/12/2016;2016;15175;106798;;;;;;;;;;106798;-56855;307871;-252935;14274;;;134328;;;;3096;;;;550;;;;;;;;;4688;1042;;;;;;;;;;;-136032;-136032;-662;;-662;4407;3745
860530777;31/12/2016;2016;356906;82584;32079;-9966;25930;;;;;;16880;147507;-1016574;-377636;-1627;-149842;-50642;;-1091908;;;;;;;;5000;;;;;;;;;;-5000;;;;;;1535936;;;480000;;;1055936;-40972;;-40972;224940;183968
860530829;31/12/2016;2016;-81935;;92421;;;;;;;;;92421;404650;127025;-25323;-252098;-1326306;;-1061566;;;;;;;;;;;;;;;;;-67175;-67175;1250000;;;;;;;;;;;1250000;121259;;121259;219427;340686
860530859;31/12/2016;2016;116275;91949;56702;;;;;;;;;148651;;-689525;;5457446;13839;;5046686;;;;;;;11719;1455117;;2220;;;;;;;;-1445618;;;;;;;3370565;;29366;;;-3399931;201137;;201137;303299;504436
860530903;31/12/2016;2016;480747;287953;0;0;0;0;0;0;0;0;1099;289052;0;182205;0;-239024;0;0;712980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;836525;0;0;-836525;-123545;0;-123545;782628;659083
860531083;31/12/2016;2016;2181297;1172588;311006;21800;;;;-523062;;;;982332;-536714;-674128;-848363;150451;-736816;;518059;;;;;;;;;;;;;;;;;;;;;;;;1675969;2517353;;;;;-841384;-323325;108969;-214356;670119;455763
860531097;31/12/2016;2016;264280;;54293;;6357;;;;;;;60650;-320550;138032;;55916;0;;198328;;;;;;;11947;47133;;;;;;;;;;-35186;;;;;;2318748;2246616;103435;;;-9975;-41278;121864;;121864;46990;168854
860531255;31/12/2016;2016;-48526;;;;;;;-13321;;;;-13321;;-4;29508;-7289;6438;;-33194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-33194;;-33194;368425;335231
860531302;31/12/2016;2016;37877;;11008;;17843;;;;;;;28851;592660;;-4727;-1144909;1088;-82229;-571389;;;;;;;;;;;;;;;;;;;;;;;;;;;;17695;;-17695;-589084;;-589084;591802;2718
860531373;31/12/2016;2016;305106;186280;52774;0;0;69534;0;0;0;0;0;308588;65735;-233396;-132075;-90155;10727;0;234530;0;0;0;0;0;0;0;55264;0;0;0;0;0;0;0;0;0;-55264;0;0;0;0;0;0;0;145931;0;0;0;-145931;33335;0;33335;11713;45048
860531396;31/12/2016;2016;-181314;;311530;;177338;;1478;;;352899;-142679;700566;93369;830401;-116048;-395080;-585209;110227;456912;;;;;;;;267420;;;;;;;;;;-267420;87450;;;;;33865;;;844619;;;-723304;-533812;;-533812;4877796;4343984
860531552;31/12/2016;2016;197888;0;273434;;;;;;;;-10084;263350;;-137131;;328867;-224525;-42984;385465;;;;;;899;;1210138;;;;;;;;;;-1211037;;;;;;;28253;;;;;-28253;-853825;0;-853825;2305742;1451917
860531577;31/12/2016;2016;231699;;;;;;;;;;;;;-1197360;;827526;220653;;82518;;;;;;;;7315;;;;;;;;;;-7315;169103;;;;;;22764;;;;;146339;221542;;221542;93639;315181
860531589;31/12/2016;2016;264257;;57660;;;;;;;;30256;87916;-88784;-6679;;-170324;-68504;11392;29274;;;;;;;0;0;;0;;;;;;;;0;;;;;;;;;;;;;29274;;29274;213135;242409
860531626;31/12/2016;2016;193825;;;;0;0;0;5116492;0;0;0;5116492;-11559831;-900267;-14292;2149615;45601;5281663;312806;;;;;;;;2063;;;;;;;;;;-2063;;;;;;;;;;;;;310743;;310743;308102;618845
860531670;31/12/2016;2016;260283;-135675;;;;;;;;;;-135675;-53289;349727;-5746;-122178;-138676;;154446;;;;;;;;430000;;;;;;;;;;-430000;;;;;;;;;;;;;-275554;;-275554;863158;587604
860531704;31/12/2016;2016;572571;15138;12179;;;211689;;;;;;239006;97037;376560;-81458;-145346;-705633;-337251;15486;;;;;;;;46470;;;;;;;;;;-46470;;;;;;;;;;;;;-30984;;-30984;209402;178418
860531717;31/12/2016;2016;-84383;0;3890;67973;0;0;0;0;0;0;0;71863;0;-549943;209512;187833;73780;0;-91338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1213;0;0;0;0;0;1213;-90125;0;-90125;419084;328959
860531801;31/12/2016;2016;240168;105271;34807;;97949;;;;;14744;;252771;;638828;;2074;-239312;;894529;;;;;;;;62476;;;;;;;;;;-62476;;;;;;25224;;;120692;;;-95468;736585;;736585;427824;1164409
860531849;31/12/2016;2016;520472;;72528;;;;;;;;;72528;-1077645;2338180;-208711;469247;2876;;2116947;;;;;;;;832022;0;0;;642496;;;;;;-1474518;;;;;663715;18242231;18518382;;;;;-939866;-297437;;-297437;409212;111775
860531989;31/12/2016;2016;198232;;152344;;;;;;;;;152344;-396415;38543;;127750;26818;;147272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147272;;147272;320619;467891
860532099;31/12/2016;2016;-661427;33854;91734;;;;;;;;;125588;641455;93258;;-1274019;;;-1075145;;;;;;;1049932;;;;;;;;;;;1049932;;;;;;;;;;;;;-25213;;-25213;54644;29431
860532193;31/12/2016;2016;-28903;;38245;;;;;;;;;38245;164714;374536;;-556873;-10418;;-18699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-18699;;-18699;26444;7745
860532352;31/12/2016;2016;280453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860532517;31/12/2016;2016;141090;;20170;;4726;182941;;;;;;207837;18499;-196348;;-331304;93639;103150;36563;;;;;;;;30000;;1650;;;;;;;109959;78309;;;;;;;;;;;87986;87986;202858;;202858;160252;363110
860532525;31/12/2016;2016;436240;;29668;;;;;;;;;29668;;323947;;196210;-225121;-1245;759699;;;;;;;;1930695;5497;;1244135;;;;;;28;-681035;;;;;;;;;;;;;78664;;78664;54810;133474
860532598;31/12/2016;2016;16145;;75522;;;;;;;;;75522;-512091;23300;;269831;;-36255;-163548;;;;;;;;8186;;;;;;;;;;-8186;;;;;;;;;;;179908;179908;8174;;8174;101409;109583
860532643;31/12/2016;2016;26163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860532790;31/12/2016;2016;649046;314837;132277;;155859;;;-178530;;;-18546;405897;-1080905;-56734;;97121;-27983;;-13558;;;;;;;500000;706163;;;;;;;;;389856;183693;;;;;;;;65064;300338;;27859;-337543;-167408;;-167408;709622;542214
860532874;31/12/2016;2016;32025;-118153;30591;1984;0;59659;-1929;0;;0;58956;31108;111499;-19672;4162;-267472;;-30022;-138372;0;0;0;0;0;0;20500;3785;0;0;0;0;0;0;0;0;0;16715;0;0;0;0;0;941347;800422;0;49584;0;0;91341;-30316;0;-30316;65527;35211
860532931;31/12/2016;2016;8652;67924;190571;;;;;;;;;258495;-452741;1859537;-253407;-761445;277414;;936505;;;;;;;;235708;;277879;;;;;;;;-513587;;;;;;700000;;;350000;408702;107561;48859;471777;;471777;62249;534026
860533081;31/12/2016;2016;1072796;640657;233025;;;;;;;;;873682;-82786;-874698;288759;-422143;224909;-189107;891412;;;;;;;;;;;;;;;;17051;;17051;;;;;;;;;;174478;;-174478;733985;;733985;515403;1249388
860533136;31/12/2016;2016;12108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860533145;31/12/2016;2016;38656;;2856;;;;;;;;;2856;59884;743290;17442;47528;-328042;1853;583467;;;;;;;;285000;;;;;;;;;;-285000;;;;;;;;;;;;;298467;;298467;515708;814175
860533156;31/12/2016;2016;697460;;170391;1098237;;251901;;23869;;;3801672;5346070;304927;1301875;1740221;2188435;865890;;12444878;;;;;;;;;;;;;;;591984;;-12599418;-12007434;;;;;;;;;;;;;437444;;437444;2399212;2836656
860533211;31/12/2016;2016;59001;;;;;;;;;;;;-115926;45549;;933632;-962421;;-40165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40165;53506;13341
860533213;31/12/2016;2016;402268;;80260;;;;;;;;;80260;52374;-413086;-70332;299503;;76112;427099;;;;;;;;3031;;;;;;;;;;-3031;;;;;;;;;;;;;424068;;424068;1449539;1873607
860533334;31/12/2016;2016;77741;0;0;0;0;0;0;0;0;0;0;0;0;0;-2593;0;-77905;0;-2757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2757;0;-2757;7410;4653
860533467;31/12/2016;2016;643245;0;0;0;0;0;0;0;0;0;0;0;19270;186614;-1022967;-396177;-154863;286144;-438734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-438734;0;-438734;625327;186593
860533529;31/12/2016;2016;1154192;;93281;;;;;;;;;93281;1986387;-467899;-779494;1770931;-410079;-3560080;-212761;;;;;;;42500;199774;;;;;;;;;;-157274;;;;;;;596189;;8326;;;-604515;-974550;;-974550;1842314;867764
